"","NF48_NF54","NF54_NF59","NF59_NF66"
"gata1.L",70.5060197060913,57.6885574136394,162.262903528506
"lyar.L",63.7598335552878,44.5849124702193,0
"hmgb2.S",35.3164624637668,37.7360198259638,8.98743211508721
"myc.S",32.6556031547812,11.7570504091559,3.10033175765461
"hmgb2.L",26.3757055923759,40.794257472848,7.54774110036478
"tal1.S",25.3987676229943,43.9185074691813,91.9224561904185
"tal1.L",25.2451929658259,33.3842294600271,67.1286603163397
"nme2.L",24.7927936490873,22.959104485349,4.33859603441558
"znf577.S",24.6894584540134,24.898967430632,63.527275704378
"phb.L",23.5828578859134,13.4727046708802,4.03697284835001
"dnajc21.L",20.2012391540489,11.4789597123131,7.75447111917249
"gata1.S",17.5892186630588,19.7088372828434,34.2212324581415
"cnbp.S",17.384137353059,7.61677433258588,2.09248976004636
"dnajc2.S",17.1802332828499,7.91244014466764,1.94141250596731
"gfi1b.L",16.997685249402,45.6134882112285,237.758753295818
"nfe2.S",12.9775896375921,17.7469109386183,41.7923194672685
"sfpq.S",12.5225365153134,5.32400887671887,0.959338577041864
"ssrp1.S",12.498845370338,15.0836442495969,4.9329582625534
"phb.S",12.3222941050699,6.76835501421474,1.76664658426596
"smarce1.S",11.7529515110578,10.8562959067087,4.55407743805409
"hinfp.L",9.89427631429958,4.6170135501978,7.31773919076742
"sub1.S",8.17269791992537,4.74245937839591,1.72142248137319
"cebpz.L",8.01954396940829,4.57792668957095,1.78972664111572
"tcf25.L",7.69339452926207,3.77449855956511,2.57848125311303
"nfe2.L",7.53880563317656,9.59147326580237,18.1860861463568
"atf4.L",7.14040361815164,5.91406520676224,1.68405964331452
"lyl1.S",6.23181088477509,0,0
"foxk2.S",6.09563830684478,5.37385370206418,9.16878439318713
"maf.L",6.08691942150261,4.49276519918479,3.25016611599968
"dnajc1.S",5.80238523035094,3.98505199743335,2.53327013287976
"lyar.S",5.77921912670661,0.549119294564188,0.090285398270601
"sub1.L",5.2276977034489,4.20381462592528,3.3023622750555
"foxk2.L",5.00095170057509,5.95507028083558,5.27758914796545
"smarcc1.L",4.45911540028822,3.18084492638383,3.10367762662602
"sfpq.L",4.40801924027688,2.62837403492495,0.563864048201664
"arid3a.S",4.34583361162233,6.06311598605702,13.6924730001616
"tsc22d3.L",3.96004248142786,7.48778354086739,6.86541828737261
"nfyc.S",3.39449284874735,3.48928538566128,4.34155684888812
"znf326.S",3.37815965984853,4.09957976255593,1.29379771637144
"atf4.S",3.35098179578239,5.16093378942618,0.703737735754752
"znf384.L",3.31197875967653,1.6595491900381,1.16791910842448
"znf605.S",3.23567926888774,1.63210592877949,1.14546090682981
"ubtf.L",3.23424179482741,2.63579005314112,0.853694212535857
"smarce1.L",3.21663571266778,3.8395252992761,1.8914875863149
"znf277.L",3.181385556061,1.64312305102035,2.0503233601266
"myef2.L",3.16552191290114,4.39202565165837,0.772763545443577
"myef2.S",3.15054194419364,2.26951349348584,0.51993609802287
"mlx.L",3.04885782663451,1.45551183066861,0.596316835640081
"e2f1.S",3.01834687937429,2.04248426330399,1.65672491264326
"tmf1.S",2.84365344932627,1.49960445570269,1.11306686242425
"nfyc.L",2.7644148929636,5.5476599874305,3.05289344934765
"csde1.L",2.67375004941558,2.47826464237915,2.59053732278111
"khsrp.S",2.61235900447711,5.90436074655363,4.1059925850716
"hif1a.L",2.48223747776918,1.70830748396179,0.297078571795776
"mbd3.S",2.47354440468281,2.09470912005131,1.67528987922986
"cdc5l.S",2.45255930819483,4.28928778493892,3.27963988743704
"e2f1.L",2.44733952402765,2.59686785877203,1.90868675834087
"tp53.L",2.4440664943768,0.132208092759343,0.0476972550360349
"cebpz.S",2.31625470934039,0.337900272731635,0.154806923057841
"gmeb1.L",2.311675577405,0.895815975367501,0.737074580049194
"gpbp1l1.S",2.20258892205231,1.88839846456479,5.02044959268094
"ikzf1.L",2.09140662030598,1.58808305226329,1.23051390186525
"tfam.L",2.07112275783971,2.39265754125193,1.42416316660057
"cebpd.S",1.90469923853544,0.160958470026495,0.0125546639518646
