"","NF48_NF54","NF54_NF59","NF59_NF66"
"creb3.S",0.396578359572639,0.696909868686359,1.14636203647841
"trps1.L",0.386787848576169,1.84944030244442,2.72220934866884
"alx1.L",0.360643918487546,0.578642716668683,1.04086681108187
"tcf7l2.L",0.306840278140448,0.996994849924888,1.45163756215802
"tcf7l2.S",0.285463323941691,1.11297665547523,2.04488826659517
"osr2.S",0.26889575306047,4.27191993183339,11.0608601037438
"hey1.L",0.26669747674215,1.21482821655475,2.62992482079741
"stat1.L",0.255579501148706,0.450774202710308,1.21337112657977
"bhlhe40.S",0.188461814059851,0.506692289576894,1.27910777399885
"tbx2.L",0.171388824764717,0.610397218063015,1.92069888669863
"trps1.S",0.167920908920391,0.681594375191857,1.08969824910071
"nr4a2.S",0.166804777405436,4.57774114470658,4.81851768222662
"six2.L",0.156338059003295,0.32271346549946,1.48727064390228
"jarid2.L",0.128018685622853,1.02202902327312,2.77052946762872
"nfib.L",0.111521174768304,1.07825096071148,6.87037102743471
"tgif1.S",0.111227251592263,0.976280119776879,1.515336591827
"alx4.S",0.0776818643714089,0.580841742495307,2.0487157174719
"cbfb.S",0.0730076830960068,1.0193852862093,1.34765708069728
"osr1.L",0.00946260802081453,0.122335442534454,1.00689606639317
"nr4a2.L",0.00857033071237894,2.53106326913938,3.67864945623265
"klf4.S",0.0062032980827694,1.08594212591196,8.30405927383708
"twist2.S",0,3.14417007242964,3.18112437125652
"hoxa13.L",0,0.458005368140631,1.62263451431127
"mxd4.S",0,0,1.44326477227405
"nfib.S",0,0,1.18876292185415
"nfix.L",0,0,8.94170525373377
"runx1.L",0,0.357471623379478,1.6795051580696
