"","NF48_NF59","NF59_NF66"
"six2.L",3.16752510948216,10.6530176969798
"klf2.L",3.15063400892151,7.36044902928956
"gli3.S",2.78570181799841,1.63560356667308
"trps1.L",2.74761255971038,5.06599823371536
"nfe2l2.L",2.68104505995402,0.742306195515157
"foxo3.L",2.65076136303328,1.3864679328863
"klf15.L",2.58227297683442,1.50915606261097
"foxk2.L",2.49533900163928,2.30627859709396
"irf1.L",2.47369233505761,0.347184829727239
"tcf12.L",2.42730138111944,3.3112294478766
"tcf25.L",2.3738275217467,1.49806139131472
"id4.S",2.37001110722516,2.21303952491977
"fosl2.L",2.2826767357313,0.400567505315958
"purb.S",2.25298281197156,3.92090384315582
"hmgb3.L",2.19968697807546,4.21106994616086
"bhlhe40.L",2.19070858033822,1.24788826757691
"fosl1.S",2.17550729251463,0.22135257313922
"erf.L",2.13793189729852,2.05009959800682
"osr2.L",2.12462191264302,0
"trps1.S",1.98816448733379,3.09080656330661
"nfib.L",1.97133689165947,4.72884490483912
"sox8.L",1.9475740767465,1.06020945615612
"jund.L",1.8857394932068,1.53885742483272
"prrx1.L",1.8725675962706,6.46286937356692
"etv1.L",1.83198177158965,0.734626670535326
"dlx5.L",1.80851745645805,2.46022399110122
"sox9.L",1.80518258120493,0.429698929530593
"hes1.L",1.75786138061975,1.02526595702923
"dnajc1.L",1.74963217000726,0.98296476988686
"sox9.S",1.68114940747762,0.131295992700464
"hmgb2.S",1.65763640745801,0.764645995954587
"smarce1.L",1.65087007679541,0.909761745363725
"zmiz2.S",1.6153830254667,0.588624752445613
"znf326.S",1.59888889701023,1.30928902068686
"tgif1.L",1.53626589126028,0
"dnajc21.L",1.52525904696106,0.576469455493988
"hif1a.S",1.52209938040597,0.479198703364862
"pbx1.L",1.51373673019108,1.76507605077968
"msx2.S",1.50311720126774,0.12903189580303
"baz2b.L",1.46427834442477,0.107106535896235
"znf326.L",1.39688011089314,0.402860589527509
"dnajc1.S",1.34700998949523,1.39022987967909
"rela.L",1.32177325134755,0.912993209322132
"prdm2.L",1.31128550124707,1.37877698586787
"tcf12.S",1.29888280280033,0.346878964526371
"cnbp.S",1.28857637836784,0.567726492376207
"nfe2l1.L",1.27088180351278,0.0751271631361671
"foxc1.S",1.26636661889545,0.578298784938767
"nfe2l1.S",1.24221232112044,0.482939968841708
"six1.L",1.20491950067712,5.53436944047351
"rxra.L",1.11118874283164,0.828957365784317
"klf11.L",1.09375887529517,0.338837315608717
"tmf1.S",1.08871913454278,0.654691542272197
"etv1.S",1.06571410034694,0.91451628887744
"fosl2.S",1.06164753051078,0.0353005198796583
"hmgxb4.S",0.985681884731617,1.6658037516491
"hes1.S",0.931655376807558,0.884121768548635
"hey1.L",0.898755310600292,0.420893863959726
"prrx1.S",0.896956548375841,7.16825410624771
"zmiz1.L",0.874401854477828,2.64118680412019
"cbfb.S",0.836439637739539,4.78002145706277
"bcl6.S",0.802600572604969,1.19773515452506
"tbx2.L",0.724281687880582,1.07462963468899
"foxn3.L",0.71062618197546,1.29959545624218
"msx1.L",0.673823120879457,0.757826127663273
"foxk2.S",0.641496746119005,0.807104783893139
"mlx.L",0.640123625826334,0.771146491672115
"csrnp1.L",0.638454956522831,0.674427059221912
"nfatc4.L",0.604634546826894,1.27282401881106
"creb3.S",0.578899961305416,0.687267319265146
"purb.L",0.54854169318458,1.15281823794501
"mef2c.L",0.540613485719274,4.54860181021972
"znf605.S",0.523815074274083,0.731361120977387
