Cell	Celltype	JSD
atf2.L	Chondrocyte	0.976225711650007
atf2.L	Collecting duct intercalated cell	0.993081670559062
atf2.L	Cone photoreceptor	0.9904457309717596
atf2.L	Endocrine cell	0.9825588301386858
atf2.L	Endothelial cell	0.991576933575971
atf2.L	Eosinophil	0.990598796983502
atf2.L	Epidermal stem cell	0.9903369374803368
atf2.L	Epithelial cell	0.9838695859104856
atf2.L	Erythrocyte	0.9902971411518856
atf2.L	Fast skeletal muscle cell	0.9899434239820872
atf2.L	Fibroblast	0.9733755907408503
atf2.L	Hepatocyte	0.9966534117752344
atf2.L	Lens fiber cell	0.9927237825736572
atf2.L	Macrophage	0.9862844575135699
atf2.L	Melanocyte	0.9870686258774096
atf2.L	Muscle satellite cell	0.981418476874
atf2.L	Neuron	0.8980040744074924
atf2.L	Oligodendrocyte	0.9889046093712699
atf2.L	Proximal tubule cell	0.9910672794603425
atf2.L	Radial glia	0.9839250647259505
atf2.L	Retinal pigment epithelial cell	0.9849607260367915
atf2.L	Secretory cell	1.0000000548641461
atf2.L	Stromal cell	0.982282176352772
atf2.L	Taste cell	0.997031165814124
atf2.L	Umbrella cell	0.985579085174331
atf3.L	Acinar cell	0.9883874533808381
atf3.L	B cell	0.9970300742832339
atf3.L	Chondrocyte	0.9168674423956094
atf3.L	Collecting duct intercalated cell	0.9874447541415985
atf3.L	Cone photoreceptor	0.9942124257610879
atf3.L	Endocrine cell	0.9925984054996667
atf3.L	Endothelial cell	0.9588025452830957
atf3.L	Eosinophil	0.9437950344551087
atf3.L	Epidermal stem cell	0.9497247495367072
atf3.L	Epithelial cell	0.9475136098926044
atf3.L	Erythrocyte	0.9888812372909468
atf3.L	Fast skeletal muscle cell	0.980536647346718
atf3.L	Fibroblast	0.7643725118750166
atf3.L	Hepatocyte	0.9439872125680084
atf3.L	Lens fiber cell	0.9937803338989334
atf3.L	Macrophage	0.9130750952501892
atf3.L	Melanocyte	0.9840462087044098
atf3.L	Muscle satellite cell	0.9252431716094565
atf3.L	Neuron	0.9799434585679697
atf3.L	Oligodendrocyte	0.9962462027376072
atf3.L	Proximal tubule cell	0.9669078930407433
atf3.L	Radial glia	0.9366994946420538
atf3.L	Retinal pigment epithelial cell	0.9835263861726197
atf3.L	Secretory cell	0.9939621137109886
atf3.L	Stromal cell	0.9155705068879207
atf3.L	Taste cell	0.9988699926211112
atf3.L	Umbrella cell	0.8787965285996187
atf4.L	Acinar cell	0.9690009377040474
atf4.L	B cell	0.9592774485104458
atf4.L	Chondrocyte	0.8344945017151937
atf4.L	Collecting duct intercalated cell	0.9650712488010872
atf4.L	Cone photoreceptor	0.9701580906021572
atf4.L	Endocrine cell	0.9616148215682566
atf4.L	Endothelial cell	0.9264986892086113
atf4.L	Eosinophil	0.889239135144031
atf4.L	Epidermal stem cell	0.875062617647276
atf4.L	Epithelial cell	0.892872328524387
atf4.L	Erythrocyte	0.9358811871407499
atf4.L	Fast skeletal muscle cell	0.9568214719003034
atf4.L	Fibroblast	0.5446297429867513
atf4.L	Hepatocyte	0.962289753689349
atf4.L	Lens fiber cell	0.9903483694120667
atf4.L	Macrophage	0.8931466596650471
atf4.L	Melanocyte	0.9581076936870492
atf4.L	Muscle satellite cell	0.849610116879949
atf4.L	Neuron	0.9330491170540876
atf4.L	Oligodendrocyte	0.9875317435415942
atf4.L	Proximal tubule cell	0.9680043467946768
atf4.L	Radial glia	0.9111006258163732
atf4.L	Retinal pigment epithelial cell	0.9741986779077787
atf4.L	Secretory cell	0.9724120354223338
atf4.L	Stromal cell	0.8381034658844634
atf4.L	Taste cell	0.9826411108768706
