Cell	Celltype	JSD
aff1.L	Endothelial cell	1.0000000032919956
aff1.L	Enterocyte	0.9523358989679951
aff1.L	Eosinophil	0.9892465541679158
aff1.L	Epidermal stem cell	0.972699875232546
aff1.L	Epithelial cell	0.9670051561872002
aff1.L	Erythrocyte	0.9982818431754603
aff1.L	Fast skeletal muscle cell	0.9940965249092009
aff1.L	Fibroblast	0.9881060158629278
aff1.L	Goblet cell	0.9768415409651174
aff1.L	Hepatocyte	0.9721335951462134
aff1.L	Macrophage	0.9908212467207361
aff1.L	Muscle satellite cell	0.9982042522341721
aff1.L	Neuron	0.9695287249030421
aff1.L	Osteoclast	1.0000000032943337
aff1.L	Proximal tubule cell	0.9933995343141131
aff1.L	Radial glia	0.997961066269756
aff1.L	Smooth muscle cell	0.9950248439434671
aff1.L	Stomach parietal cell	0.9913703570121822
aff1.L	Stromal cell	0.9675412914640149
aff1.L	T cell	0.9949177993259075
aff1.L	Umbrella cell	0.9890807133924143
aff1.L	Unknown	0.9889883616632612
aff2.L	Acinar cell	1.0000000434729135
aff2.L	B cell	1.0000000434716032
aff2.L	Cardiomyocytes	1.0000000434719585
aff2.L	Chondrocyte	0.9713259584922866
aff2.L	Collecting duct intercalated cell	1.0000000434722884
aff2.L	Endocrine cell	1.0000000434727552
aff2.L	Endothelial cell	0.9982194375211879
aff2.L	Enterocyte	0.999432028043332
aff2.L	Eosinophil	1.0000000434703387
aff2.L	Epidermal stem cell	1.000000043453071
aff2.L	Epithelial cell	0.9975301074550276
aff2.L	Erythrocyte	0.9734072977878456
aff2.L	Fast skeletal muscle cell	1.000000043471935
aff2.L	Fibroblast	0.9566529017540898
aff2.L	Goblet cell	1.0000000434722693
aff2.L	Hepatocyte	1.0000000434687615
aff2.L	Macrophage	0.9952247077407084
aff2.L	Muscle satellite cell	1.0000000434698775
aff2.L	Neuron	0.9946997447084687
aff2.L	Osteoclast	1.000000043473029
aff2.L	Proximal tubule cell	0.992483555609339
aff2.L	Radial glia	0.9941438245528118
aff2.L	Smooth muscle cell	0.9924701493748689
aff2.L	Stomach parietal cell	1.000000043471462
aff2.L	Stromal cell	0.9702689799191706
aff2.L	T cell	0.9689782656886247
aff2.L	Umbrella cell	1.0000000434696616
aff2.L	Unknown	0.9962276915682537
aff4.L	Acinar cell	0.9999999820037541
aff4.L	B cell	0.9755467435386919
aff4.L	Cardiomyocytes	0.9999999820027992
aff4.L	Chondrocyte	0.9836939885518643
aff4.L	Collecting duct intercalated cell	0.9962663268907652
aff4.L	Endocrine cell	0.9947031557670017
aff4.L	Endothelial cell	0.984445551696769
aff4.L	Enterocyte	0.9804911259407841
aff4.L	Eosinophil	0.9818803281063244
aff4.L	Epidermal stem cell	0.9418408712883949
aff4.L	Epithelial cell	0.9501578698300674
aff4.L	Erythrocyte	0.9944465094928079
aff4.L	Fast skeletal muscle cell	0.9951224360452948
aff4.L	Fibroblast	0.9688826446079895
aff4.L	Goblet cell	0.9882815711350217
aff4.L	Hepatocyte	0.9747972904646323
aff4.L	Macrophage	0.9537104006635404
aff4.L	Muscle satellite cell	0.9955617487213189
aff4.L	Neuron	0.9829039738050924
aff4.L	Osteoclast	0.9942661906894895
aff4.L	Proximal tubule cell	0.993036199020417
aff4.L	Radial glia	0.9886216354702415
aff4.L	Smooth muscle cell	0.9912200534592306
aff4.L	Stomach parietal cell	0.9950784109290064
aff4.L	Stromal cell	0.972763471738166
aff4.L	T cell	0.9862863518013781
aff4.L	Umbrella cell	0.9577936073838834
aff4.L	Unknown	0.987038727590452
ahr.L	Acinar cell	0.9999999604294305
ahr.L	B cell	0.9789654698770445
ahr.L	Cardiomyocytes	0.9999999604284755
ahr.L	Chondrocyte	0.9699194698572327
ahr.L	Collecting duct intercalated cell	0.9945270169062056
ahr.L	Endocrine cell	0.9965609857087778
ahr.L	Endothelial cell	0.9315686045116034
ahr.L	Enterocyte	0.9850219051579645
ahr.L	Eosinophil	0.9718672903913912
ahr.L	Epidermal stem cell	0.9612076571910148
ahr.L	Epithelial cell	0.9579396046931237
ahr.L	Erythrocyte	0.9568324212288273
ahr.L	Fast skeletal muscle cell	0.9999999604284517
ahr.L	Fibroblast	0.9274282967588476
ahr.L	Goblet cell	0.9977209524593761
ahr.L	Hepatocyte	0.9921169613115777
ahr.L	Macrophage	0.965335701753898
ahr.L	Muscle satellite cell	0.9650128014372352
ahr.L	Neuron	0.9781113557249599
ahr.L	Osteoclast	0.9961041772750934
ahr.L	Proximal tubule cell	0.9959732236606349
ahr.L	Radial glia	0.9538460759955727
ahr.L	Smooth muscle cell	0.9722283091708054
ahr.L	Stomach parietal cell	0.9897194975781225
ahr.L	Stromal cell	0.9631651184598427
ahr.L	T cell	0.9746516220856067
ahr.L	Umbrella cell	0.9856118066193057
ahr.L	Unknown	0.9956495936742472
alx1.L	Acinar cell	1.0000000215866625
alx1.L	B cell	1.000000021585352
alx1.L	Cardiomyocytes	1.0000000215857074
alx1.L	Chondrocyte	0.9683934779007183
alx1.L	Collecting duct intercalated cell	1.0000000215860374
alx1.L	Endocrine cell	1.0000000215865041
alx1.L	Endothelial cell	0.997737110127148
alx1.L	Enterocyte	0.9995298690496659
alx1.L	Eosinophil	1.0000000215840874
alx1.L	Epidermal stem cell	0.9995348499218912
alx1.L	Epithelial cell	0.9950807593436335
alx1.L	Erythrocyte	0.9984191509975253
alx1.L	Fast skeletal muscle cell	1.0000000215856837
alx1.L	Fibroblast	0.9176599682066235
alx1.L	Goblet cell	1.000000021586018
alx1.L	Hepatocyte	1.0000000215825104
alx1.L	Macrophage	0.9985756326317763
alx1.L	Muscle satellite cell	1.0000000215836264
alx1.L	Neuron	0.9977798279427184
alx1.L	Osteoclast	1.000000021586778
alx1.L	Proximal tubule cell	1.0000000215856029
alx1.L	Radial glia	1.000000021584962
alx1.L	Smooth muscle cell	0.9954619540244248
alx1.L	Stomach parietal cell	1.0000000215852107
alx1.L	Stromal cell	0.9534517759165966
alx1.L	T cell	0.9977680227184201
alx1.L	Umbrella cell	1.0000000215834106
alx1.L	Unknown	1.0000000215861147
alx4.L	Acinar cell	1.0000000046490891
alx4.L	B cell	1.0000000046477788
alx4.L	Cardiomyocytes	1.0000000046481343
alx4.L	Chondrocyte	1.0000000046395778
alx4.L	Collecting duct intercalated cell	1.0000000046484643
alx4.L	Endocrine cell	1.0000000046489306
alx4.L	Endothelial cell	1.0000000046468664
alx4.L	Enterocyte	0.9991321467633142
alx4.L	Eosinophil	1.0000000046465143
alx4.L	Epidermal stem cell	1.0000000046292465
alx4.L	Epithelial cell	0.9988817902039888
alx4.L	Erythrocyte	1.0000000046439848
alx4.L	Fast skeletal muscle cell	1.0000000046481103
alx4.L	Fibroblast	0.9769149592410916
alx4.L	Goblet cell	1.0000000046484452
alx4.L	Hepatocyte	1.0000000046449369
alx4.L	Macrophage	1.0000000046431734
alx4.L	Muscle satellite cell	1.000000004646053
alx4.L	Neuron	1.000000004647727
alx4.L	Osteoclast	1.0000000046492046
alx4.L	Proximal tubule cell	1.0000000046480295
alx4.L	Radial glia	1.0000000046473887
alx4.L	Smooth muscle cell	1.0000000046477646
alx4.L	Stomach parietal cell	1.0000000046476374
alx4.L	Stromal cell	0.9950019202104377
alx4.L	T cell	1.0000000046394806
alx4.L	Umbrella cell	1.000000004645837
alx4.L	Unknown	1.0000000046485413
ar.L	Acinar cell	0.9999999997340778
ar.L	B cell	0.9999999997327675
ar.L	Cardiomyocytes	0.9999999997331229
ar.L	Chondrocyte	0.9528660013942891
ar.L	Collecting duct intercalated cell	0.9999999997334529
ar.L	Endocrine cell	0.9878960526692536
ar.L	Endothelial cell	0.9989584607173853
ar.L	Enterocyte	0.9610649453617193
ar.L	Eosinophil	0.9999999997315029
ar.L	Epidermal stem cell	0.9039112291297347
ar.L	Epithelial cell	0.93934183971385
ar.L	Erythrocyte	0.9946386607298845
ar.L	Fast skeletal muscle cell	0.999999999733099
ar.L	Fibroblast	0.9263400498644625
ar.L	Goblet cell	0.9957299751040873
ar.L	Hepatocyte	0.9909702653597221
ar.L	Macrophage	0.9970510934804919
ar.L	Muscle satellite cell	0.96250505495229
ar.L	Neuron	0.9975403219137278
ar.L	Osteoclast	0.9999999997341933
ar.L	Proximal tubule cell	0.9758548694662998
ar.L	Radial glia	0.9974352425773862
ar.L	Smooth muscle cell	0.9860362498542549
ar.L	Stomach parietal cell	0.9990413844416118
ar.L	Stromal cell	0.9653174856861408
ar.L	T cell	0.9973059892660907
ar.L	Umbrella cell	0.9927549041824298
ar.L	Unknown	0.9981342805336013
arid1b.L	Acinar cell	0.9999999879901666
arid1b.L	B cell	0.9914757138821323
arid1b.L	Cardiomyocytes	0.9894883332297072
arid1b.L	Chondrocyte	0.9843191520653966
arid1b.L	Collecting duct intercalated cell	0.9937409807381827
arid1b.L	Endocrine cell	0.9705436152931005
arid1b.L	Endothelial cell	0.9832086924857513
arid1b.L	Enterocyte	0.9869524086849453
arid1b.L	Eosinophil	0.9847708126225734
arid1b.L	Epidermal stem cell	0.9460960905243974
arid1b.L	Epithelial cell	0.9314543476768752
arid1b.L	Erythrocyte	0.9864954810751213
arid1b.L	Fast skeletal muscle cell	0.9867858476868862
arid1b.L	Fibroblast	0.9141589095893541
arid1b.L	Goblet cell	0.997147701285954
arid1b.L	Hepatocyte	0.9806796917101073
arid1b.L	Macrophage	0.9608482434595972
arid1b.L	Muscle satellite cell	0.9570397223937563
arid1b.L	Neuron	0.9605984302213892
arid1b.L	Osteoclast	0.9915562831329248
arid1b.L	Proximal tubule cell	0.9999999879891073
arid1b.L	Radial glia	0.9776500850372793
arid1b.L	Smooth muscle cell	0.9717012887143684
arid1b.L	Stomach parietal cell	0.996706350233489
arid1b.L	Stromal cell	0.9548187146693529
arid1b.L	T cell	0.9678538553836782
arid1b.L	Umbrella cell	0.9805145652240563
arid1b.L	Unknown	0.9959602004730869
arid2.L	Acinar cell	0.999999989100402
arid2.L	B cell	0.9657345640554593
arid2.L	Cardiomyocytes	0.9941500424945131
arid2.L	Chondrocyte	0.9510498630200761
arid2.L	Collecting duct intercalated cell	0.9897140640779587
arid2.L	Endocrine cell	0.9833786502285116
arid2.L	Endothelial cell	0.9725271597775114
arid2.L	Enterocyte	0.9373864916155473
arid2.L	Eosinophil	0.9870638197544654
arid2.L	Epidermal stem cell	0.9462388238712018
arid2.L	Epithelial cell	0.9357853254539101
arid2.L	Erythrocyte	0.9434216873347315
arid2.L	Fast skeletal muscle cell	0.9965127755574592
arid2.L	Fibroblast	0.9257848061689049
arid2.L	Goblet cell	0.9886377540961313
arid2.L	Hepatocyte	0.9751252922216302
arid2.L	Macrophage	0.961521110796413
arid2.L	Muscle satellite cell	0.9569367047194
arid2.L	Neuron	0.9673654785654904
arid2.L	Osteoclast	0.9980425828047758
arid2.L	Proximal tubule cell	0.9889483275711659
arid2.L	Radial glia	0.9704141786306582
arid2.L	Smooth muscle cell	0.9837845458226511
arid2.L	Stomach parietal cell	0.9885645950492649
arid2.L	Stromal cell	0.9626637991817024
arid2.L	T cell	0.9041416044665781
arid2.L	Umbrella cell	0.9903946633097811
arid2.L	Unknown	0.9880580206173926
arid3a.L	Acinar cell	0.9999999821617516
arid3a.L	B cell	0.9842246274890536
arid3a.L	Cardiomyocytes	0.9958465157598662
arid3a.L	Chondrocyte	0.9882938130997969
arid3a.L	Collecting duct intercalated cell	0.9897295380098012
arid3a.L	Endocrine cell	0.9895402143321554
arid3a.L	Endothelial cell	0.9823983855303866
arid3a.L	Enterocyte	0.9490195093146181
arid3a.L	Eosinophil	0.9272732071167118
arid3a.L	Epidermal stem cell	0.9509237872887788
arid3a.L	Epithelial cell	0.9696192019325933
arid3a.L	Erythrocyte	0.8862790110076156
arid3a.L	Fast skeletal muscle cell	0.9944642066674111
arid3a.L	Fibroblast	0.9698839391531171
arid3a.L	Goblet cell	0.9868430063921242
arid3a.L	Hepatocyte	0.993223673074056
arid3a.L	Macrophage	0.9245601174241488
arid3a.L	Muscle satellite cell	0.9944498219763978
arid3a.L	Neuron	0.9864831416727315
arid3a.L	Osteoclast	0.999999982161867
arid3a.L	Proximal tubule cell	0.9981218677964807
arid3a.L	Radial glia	0.9793722579784333
arid3a.L	Smooth muscle cell	0.9980785769260714
arid3a.L	Stomach parietal cell	0.9980809218224264
arid3a.L	Stromal cell	0.9978692260195334
arid3a.L	T cell	0.9205229085433525
arid3a.L	Umbrella cell	0.955526313411549
arid3a.L	Unknown	0.9918856944775549
arid3b.L	Acinar cell	0.9999999996757636
arid3b.L	B cell	0.981402123597839
arid3b.L	Cardiomyocytes	0.9999999996748088
arid3b.L	Chondrocyte	0.9781896890948777
arid3b.L	Collecting duct intercalated cell	0.995795121079021
arid3b.L	Endocrine cell	0.9832043305859661
arid3b.L	Endothelial cell	0.9756229356930011
arid3b.L	Enterocyte	0.9536178385109257
arid3b.L	Eosinophil	0.9725619279570138
arid3b.L	Epidermal stem cell	0.9361791537476809
arid3b.L	Epithelial cell	0.9337448603842795
arid3b.L	Erythrocyte	0.9720753025253539
arid3b.L	Fast skeletal muscle cell	0.9952200081416662
arid3b.L	Fibroblast	0.9690385325195778
arid3b.L	Goblet cell	0.9846459411778743
arid3b.L	Hepatocyte	0.9823071878134884
arid3b.L	Macrophage	0.9648640538912036
arid3b.L	Muscle satellite cell	0.9958213350870331
arid3b.L	Neuron	0.983544910439472
arid3b.L	Osteoclast	0.9977896663292815
arid3b.L	Proximal tubule cell	0.9940876320463509
arid3b.L	Radial glia	0.9943174603528251
arid3b.L	Smooth muscle cell	0.9956071612029114
arid3b.L	Stomach parietal cell	0.9952202915965992
arid3b.L	Stromal cell	0.9841933970430432
arid3b.L	T cell	0.9647337717497663
arid3b.L	Umbrella cell	0.939636548143296
arid3b.L	Unknown	0.995785777902473
arid4b.L	Acinar cell	1.0000000036005876
arid4b.L	B cell	0.9952818295169662
arid4b.L	Cardiomyocytes	1.0000000035996326
arid4b.L	Chondrocyte	0.9892714136268512
arid4b.L	Collecting duct intercalated cell	1.0000000035999628
arid4b.L	Endocrine cell	0.9740307878383319
arid4b.L	Endothelial cell	0.9929297854408956
arid4b.L	Enterocyte	0.9821192305299644
arid4b.L	Eosinophil	0.993984212829504
arid4b.L	Epidermal stem cell	0.9950435611857953
arid4b.L	Epithelial cell	0.9780488342207669
arid4b.L	Erythrocyte	0.9965300502538834
arid4b.L	Fast skeletal muscle cell	1.0000000035996088
arid4b.L	Fibroblast	0.9825901424719838
arid4b.L	Goblet cell	1.0000000035999435
arid4b.L	Hepatocyte	0.9898759417481438
arid4b.L	Macrophage	0.990132827707541
arid4b.L	Muscle satellite cell	0.9924853437096337
arid4b.L	Neuron	0.9801340833138306
arid4b.L	Osteoclast	1.0000000036007033
arid4b.L	Proximal tubule cell	0.9936196896690103
arid4b.L	Radial glia	0.9924318260505858
arid4b.L	Smooth muscle cell	0.9955668090209856
arid4b.L	Stomach parietal cell	0.9941440839403111
arid4b.L	Stromal cell	0.9757634615995399
arid4b.L	T cell	0.9814804854861146
arid4b.L	Umbrella cell	0.9866695306917642
arid4b.L	Unknown	1.0000000036000398
arid5b.L	Acinar cell	0.999999986952588
arid5b.L	B cell	0.9955285372207139
arid5b.L	Cardiomyocytes	0.9999999869516331
arid5b.L	Chondrocyte	0.9845827268242073
arid5b.L	Collecting duct intercalated cell	0.999999986951963
arid5b.L	Endocrine cell	0.9999999869524295
arid5b.L	Endothelial cell	0.9919003610149488
arid5b.L	Enterocyte	0.969446105802511
arid5b.L	Eosinophil	0.9906791802849932
arid5b.L	Epidermal stem cell	0.9561951414342351
arid5b.L	Epithelial cell	0.9720762657135451
arid5b.L	Erythrocyte	0.9981981659560888
arid5b.L	Fast skeletal muscle cell	0.9999999869516092
arid5b.L	Fibroblast	0.9750279502399738
arid5b.L	Goblet cell	0.9999999869519438
arid5b.L	Hepatocyte	0.986468389202732
arid5b.L	Macrophage	0.9885168729531879
arid5b.L	Muscle satellite cell	0.9862870300619444
arid5b.L	Neuron	0.9856057402944733
arid5b.L	Osteoclast	0.9999999869527035
arid5b.L	Proximal tubule cell	0.9999999869515286
arid5b.L	Radial glia	0.9999999869508875
arid5b.L	Smooth muscle cell	0.9848131139847285
arid5b.L	Stomach parietal cell	0.9975210500769001
arid5b.L	Stromal cell	0.9867065957691197
arid5b.L	T cell	0.9889125230234797
arid5b.L	Umbrella cell	0.9884622427576337
arid5b.L	Unknown	0.9999999869520402
arnt.L	Acinar cell	0.9810392963441079
arnt.L	B cell	0.9660679182363302
arnt.L	Cardiomyocytes	0.9926286682309122
arnt.L	Chondrocyte	0.953486962836853
arnt.L	Collecting duct intercalated cell	0.9946345979825919
arnt.L	Endocrine cell	0.9986260556118631
arnt.L	Endothelial cell	0.9758989171893815
arnt.L	Enterocyte	0.9303675051169302
arnt.L	Eosinophil	0.9796434324720915
arnt.L	Epidermal stem cell	0.9592316963288796
arnt.L	Epithelial cell	0.9494029125732286
arnt.L	Erythrocyte	0.9627774271970212
arnt.L	Fast skeletal muscle cell	0.9908913476509498
arnt.L	Fibroblast	0.9400317257528586
arnt.L	Goblet cell	0.9852736229188156
arnt.L	Hepatocyte	0.9699080860133396
arnt.L	Macrophage	0.9565342774259259
arnt.L	Muscle satellite cell	0.9789493034563375
arnt.L	Neuron	0.9724529777842751
arnt.L	Osteoclast	0.997987666800628
arnt.L	Proximal tubule cell	0.9830627523417304
arnt.L	Radial glia	0.9787678448187596
arnt.L	Smooth muscle cell	0.9806074268743712
arnt.L	Stomach parietal cell	0.98925245768404
arnt.L	Stromal cell	0.9660908766551226
arnt.L	T cell	0.970645514112543
arnt.L	Umbrella cell	0.9838101516606428
arnt.L	Unknown	0.9865046338349958
arnt2.L	Acinar cell	1.000000010992684
arnt2.L	B cell	1.0000000109913736
arnt2.L	Cardiomyocytes	0.996934811325883
arnt2.L	Chondrocyte	0.9815602071560056
arnt2.L	Collecting duct intercalated cell	0.9742847259276688
arnt2.L	Endocrine cell	1.0000000109925256
arnt2.L	Endothelial cell	0.9923626911864727
arnt2.L	Enterocyte	0.9986863180453117
arnt2.L	Eosinophil	1.000000010990109
arnt2.L	Epidermal stem cell	0.9949236788648999
arnt2.L	Epithelial cell	0.9892187413362592
arnt2.L	Erythrocyte	0.998751253656468
arnt2.L	Fast skeletal muscle cell	1.0000000109917053
arnt2.L	Fibroblast	0.9695786941497097
arnt2.L	Goblet cell	0.9855774993711159
arnt2.L	Hepatocyte	0.9987792847454752
arnt2.L	Macrophage	1.0000000109867684
arnt2.L	Muscle satellite cell	0.9950419435657292
arnt2.L	Neuron	0.8281513943009933
arnt2.L	Osteoclast	1.0000000109927996
arnt2.L	Proximal tubule cell	0.9681065326839251
arnt2.L	Radial glia	0.8758427508501191
arnt2.L	Smooth muscle cell	0.9939759439626036
arnt2.L	Stomach parietal cell	0.9822108764096287
arnt2.L	Stromal cell	0.9828949195729298
arnt2.L	T cell	0.9988971831513345
arnt2.L	Umbrella cell	1.000000010989432
arnt2.L	Unknown	1.000000010992136
arx.L	Acinar cell	0.9999999668140118
arx.L	B cell	0.9999999668127015
arx.L	Cardiomyocytes	0.9999999668130569
arx.L	Chondrocyte	0.9999999668045005
arx.L	Collecting duct intercalated cell	0.999999966813387
arx.L	Endocrine cell	0.9999999668138533
arx.L	Endothelial cell	0.9999999668117892
arx.L	Enterocyte	0.9999999667929231
arx.L	Eosinophil	0.999999966811437
arx.L	Epidermal stem cell	0.9999999667941691
arx.L	Epithelial cell	0.9972225325125219
arx.L	Erythrocyte	0.9999999668089075
arx.L	Fast skeletal muscle cell	0.9148480122704188
arx.L	Fibroblast	0.9969244080224682
arx.L	Goblet cell	0.9999999668133677
arx.L	Hepatocyte	0.9999999668098598
arx.L	Macrophage	0.997826322076565
arx.L	Muscle satellite cell	0.9965205716989716
arx.L	Neuron	0.852715299724571
arx.L	Osteoclast	0.9999999668141273
arx.L	Proximal tubule cell	0.9999999668129523
arx.L	Radial glia	0.9999999668123113
arx.L	Smooth muscle cell	0.9999999668126873
arx.L	Stomach parietal cell	0.9999999668125602
arx.L	Stromal cell	0.9999999668077413
arx.L	T cell	0.9982999784441798
arx.L	Umbrella cell	0.9999999668107598
arx.L	Unknown	0.999999966813464
ascl2.L	Acinar cell	1.0000000391077646
ascl2.L	B cell	1.0000000391064545
ascl2.L	Cardiomyocytes	1.0000000391068098
ascl2.L	Chondrocyte	0.9989103525326035
ascl2.L	Collecting duct intercalated cell	1.0000000391071397
ascl2.L	Endocrine cell	1.0000000391076063
ascl2.L	Endothelial cell	1.000000039105542
ascl2.L	Enterocyte	1.0000000390866761
ascl2.L	Eosinophil	0.9961137948922139
ascl2.L	Epidermal stem cell	0.9551784581390865
ascl2.L	Epithelial cell	0.9867958618342039
ascl2.L	Erythrocyte	1.0000000391026602
ascl2.L	Fast skeletal muscle cell	1.0000000391067858
ascl2.L	Fibroblast	0.9990936834851296
ascl2.L	Goblet cell	1.0000000391071207
ascl2.L	Hepatocyte	0.9958191809030248
ascl2.L	Macrophage	1.000000039101849
ascl2.L	Muscle satellite cell	1.0000000391047288
ascl2.L	Neuron	1.0000000391064026
ascl2.L	Osteoclast	1.0000000391078803
ascl2.L	Proximal tubule cell	1.0000000391067052
ascl2.L	Radial glia	1.0000000391060642
ascl2.L	Smooth muscle cell	1.0000000391064403
ascl2.L	Stomach parietal cell	1.000000039106313
ascl2.L	Stromal cell	1.000000039101494
ascl2.L	T cell	1.0000000390981563
ascl2.L	Umbrella cell	1.0000000391045127
ascl2.L	Unknown	1.0000000391072168
atf2.L	Acinar cell	0.9999999928891997
atf2.L	B cell	0.9970815697813703
atf2.L	Cardiomyocytes	0.9934390930146522
atf2.L	Chondrocyte	0.9697144859528488
atf2.L	Collecting duct intercalated cell	0.9896737159690656
atf2.L	Endocrine cell	0.9999999928890413
atf2.L	Endothelial cell	0.9829672652826025
atf2.L	Enterocyte	0.9442034019816271
atf2.L	Eosinophil	0.9951631610361935
atf2.L	Epidermal stem cell	0.9799342527573824
atf2.L	Epithelial cell	0.9925775128502357
atf2.L	Erythrocyte	0.9887862177514515
atf2.L	Fast skeletal muscle cell	0.9953686419198062
atf2.L	Fibroblast	0.9576481890144188
atf2.L	Goblet cell	0.9939855564768414
atf2.L	Hepatocyte	0.995527737625545
atf2.L	Macrophage	0.9872169544755194
atf2.L	Muscle satellite cell	0.977479988967151
atf2.L	Neuron	0.9681154873729261
atf2.L	Osteoclast	0.9966698010539978
atf2.L	Proximal tubule cell	0.9999999928881402
atf2.L	Radial glia	0.9790014747401022
atf2.L	Smooth muscle cell	0.993336832973988
atf2.L	Stomach parietal cell	0.9825734469362037
atf2.L	Stromal cell	0.9632831575599663
atf2.L	T cell	0.9917766937608516
atf2.L	Umbrella cell	0.9878298619073631
atf2.L	Unknown	0.9854450906212047
atf3.L	Acinar cell	0.9944046539903735
atf3.L	B cell	0.9869492666320938
atf3.L	Cardiomyocytes	0.9926048156049289
atf3.L	Chondrocyte	0.856948524945432
atf3.L	Collecting duct intercalated cell	0.9736317601225444
atf3.L	Endocrine cell	0.9953774782748834
atf3.L	Endothelial cell	0.9628973217865784
atf3.L	Enterocyte	0.8167545016631306
atf3.L	Eosinophil	0.9381687642891547
atf3.L	Epidermal stem cell	0.7337755513856891
atf3.L	Epithelial cell	0.8436598031425504
atf3.L	Erythrocyte	0.9823025778658909
atf3.L	Fast skeletal muscle cell	0.992932415902044
atf3.L	Fibroblast	0.7835711053460945
atf3.L	Goblet cell	0.9849261160823537
atf3.L	Hepatocyte	0.9446093665852684
atf3.L	Macrophage	0.9135572894573226
atf3.L	Muscle satellite cell	0.9339664488610943
atf3.L	Neuron	0.9911442553736459
atf3.L	Osteoclast	0.9983004851599315
atf3.L	Proximal tubule cell	0.9801822591913765
atf3.L	Radial glia	0.9678618991172336
atf3.L	Smooth muscle cell	0.9673669134038707
atf3.L	Stomach parietal cell	0.9887721632985523
atf3.L	Stromal cell	0.8768863057487908
atf3.L	T cell	0.9597384303345065
atf3.L	Umbrella cell	0.9445747619982088
atf3.L	Unknown	0.9853144413530764
atf4.L	Acinar cell	0.9917591724897259
atf4.L	B cell	0.9386986416891936
atf4.L	Cardiomyocytes	0.9591777727279904
atf4.L	Chondrocyte	0.8437178475050275
atf4.L	Collecting duct intercalated cell	0.9731188014529166
atf4.L	Endocrine cell	0.9794452537735282
atf4.L	Endothelial cell	0.932841356756822
atf4.L	Enterocyte	0.7465057363436434
atf4.L	Eosinophil	0.915914553120212
atf4.L	Epidermal stem cell	0.6841761405073745
atf4.L	Epithelial cell	0.7319219025431611
atf4.L	Erythrocyte	0.9104917165225417
atf4.L	Fast skeletal muscle cell	0.96354225383559
atf4.L	Fibroblast	0.7726573588331933
atf4.L	Goblet cell	0.9511022922795185
atf4.L	Hepatocyte	0.9139343239289054
atf4.L	Macrophage	0.9038158442042845
atf4.L	Muscle satellite cell	0.9303687828529916
